lat,lng,competitor_count_1km,area_store_density_3km,competition_ratio,is_high_competition,log_reviews,rating
12.910545500000003,77.62782119999993,9,78,0.11392405063291139,0,3.020127355638707,4.05
12.910545500000003,77.63282119999992,10,62,0.15873015873015872,0,3.020127355638707,4.05
12.910545500000003,77.63782119999992,5,42,0.11627906976744186,0,3.020127355638707,4.05
12.910545500000003,77.64282119999991,4,29,0.13333333333333333,0,3.020127355638707,4.05
12.910545500000003,77.64782119999991,2,24,0.08,0,3.020127355638707,4.05
12.910545500000003,77.6528211999999,2,17,0.1111111111111111,0,3.020127355638707,4.05
12.910545500000003,77.6578211999999,0,12,0.0,0,3.020127355638707,4.05
12.910545500000003,77.6628211999999,0,3,0.0,0,3.020127355638707,4.05
12.910545500000003,77.66782119999989,0,2,0.0,0,3.020127355638707,4.05
12.910545500000003,77.67282119999989,0,2,0.0,0,3.020127355638707,4.05
12.910545500000003,77.67782119999988,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.68282119999988,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.68782119999987,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.69282119999987,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.69782119999986,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.70282119999986,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.70782119999986,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.71282119999985,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.71782119999985,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.72282119999984,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.72782119999984,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.73282119999983,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.73782119999983,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.74282119999982,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.74782119999982,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.75282119999981,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.75782119999981,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.7628211999998,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.7678211999998,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.7728211999998,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.5478212,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.5528212,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.55782119999999,0,0,0.0,0,3.020127355638707,4.05
12.915545500000004,77.56282119999999,0,1,0.0,0,3.020127355638707,4.05
12.915545500000004,77.56782119999998,0,5,0.0,0,3.020127355638707,4.05
12.915545500000004,77.57282119999998,0,7,0.0,0,3.020127355638707,4.05
12.915545500000004,77.57782119999997,1,20,0.047619047619047616,0,3.020127355638707,4.05
12.915545500000004,77.58282119999997,1,26,0.037037037037037035,0,3.020127355638707,4.05
12.915545500000004,77.58782119999996,5,50,0.09803921568627451,0,3.020127355638707,4.05
12.915545500000004,77.59282119999996,7,55,0.125,0,3.020127355638707,4.05
12.915545500000004,77.59782119999996,14,62,0.2222222222222222,1,3.020127355638707,4.05
12.915545500000004,77.60282119999995,17,70,0.23943661971830985,1,3.020127355638707,4.05
12.915545500000004,77.60782119999995,25,86,0.28735632183908044,1,3.020127355638707,4.05
12.915545500000004,77.61282119999994,21,98,0.21212121212121213,1,3.020127355638707,4.05
